Label,temperature,treatment,cage,survival,sex,individual,trait,Length,doubleCheck
FO_18_NP_1_6_F_70_T_.tif,18,NP,1,6,F,70,T,1.02,0
FO_18_NP_1_6_F_70_L_.tif,18,NP,1,6,F,70,L,0.697,0
FO_18_NP_1_6_F_70_L_.tif,18,NP,1,6,F,70,L,0.666,0
FO_18_NP_1_6_F_54_L_.tif,18,NP,1,6,F,54,L,0.713,0
FO_18_NP_1_6_F_54_L_.tif,18,NP,1,6,F,54,L,0.713,0
FO_18_NP_1_6_F_54_W_.tif,18,NP,1,6,F,54,W,1.988,0
FO_18_NP_1_6_F_41_T_.tif,18,NP,1,6,F,41,T,1.038,0
FO_18_NP_1_6_F_41_L_.tif,18,NP,1,6,F,41,L,0.675,0
FO_18_NP_1_6_F_41_L_.tif,18,NP,1,6,F,41,L,0.68,0
FO_18_NP_1_6_F_41_W_.tif,18,NP,1,6,F,41,W,1.966,0
FO_18_NP_1_6_F_42_T_.tif,18,NP,1,6,F,42,T,1.071,0
FO_18_NP_1_6_F_42_L_.tif,18,NP,1,6,F,42,L,0.703,0
FO_18_NP_1_6_F_42_L_.tif,18,NP,1,6,F,42,L,0.694,0
FO_18_NP_1_6_F_42_W_.tif,18,NP,1,6,F,42,W,2.068,0
FO_18_NP_1_6_F_44_T_.tif,18,NP,1,6,F,44,T,1.042,0
FO_18_NP_1_6_F_44_L_.tif,18,NP,1,6,F,44,L,0.696,0
FO_18_NP_1_6_F_44_L_.tif,18,NP,1,6,F,44,L,0.685,0
FO_18_NP_1_6_F_44_W_.tif,18,NP,1,6,F,44,W,2.014,0
FO_18_NP_1_6_F_46_T_.tif,18,NP,1,6,F,46,T,1.166,0
FO_18_NP_1_6_F_46_L_.tif,18,NP,1,6,F,46,L,0.75,0
FO_18_NP_1_6_F_46_L_.tif,18,NP,1,6,F,46,L,0.749,0
FO_18_NP_1_6_F_46_W_.tif,18,NP,1,6,F,46,W,2.19,0
FO_18_NP_1_6_F_48_T_.tif,18,NP,1,6,F,48,T,1.099,0
FO_18_NP_1_6_F_48_L_.tif,18,NP,1,6,F,48,L,0.726,0
FO_18_NP_1_6_F_48_L_.tif,18,NP,1,6,F,48,L,0.693,0
FO_18_NP_1_6_F_48_W_.tif,18,NP,1,6,F,48,W,1.998,0
FO_18_NP_1_6_F_49_T_.tif,18,NP,1,6,F,49,T,1.06,0
FO_18_NP_1_6_F_49_L_.tif,18,NP,1,6,F,49,L,0.678,0
FO_18_NP_1_6_F_49_L_.tif,18,NP,1,6,F,49,L,0.684,0
FO_18_NP_1_6_F_49_W_.tif,18,NP,1,6,F,49,W,2.024,0
FO_18_NP_1_6_F_50_T_.tif,18,NP,1,6,F,50,T,1.061,0
FO_18_NP_1_6_F_50_L_.tif,18,NP,1,6,F,50,L,0.712,0
FO_18_NP_1_6_F_50_L_.tif,18,NP,1,6,F,50,L,0.709,0
FO_18_NP_1_6_F_50_W_.tif,18,NP,1,6,F,50,W,2.072,0
FO_18_NP_1_6_F_52_T_.tif,18,NP,1,6,F,52,T,1.057,0
FO_18_NP_1_6_F_52_L_.tif,18,NP,1,6,F,52,L,0.679,0
FO_18_NP_1_6_F_52_L_.tif,18,NP,1,6,F,52,L,0.664,0
FO_18_NP_1_6_F_52_W_.tif,18,NP,1,6,F,52,W,1.996,0
FO_18_NP_1_6_F_54_T_.tif,18,NP,1,6,F,54,T,1.022,0
FO_18_NP_1_6_F_22_W_.tif,18,NP,1,6,F,22,W,2.092,0
FO_18_NP_1_6_F_23_T_.tif,18,NP,1,6,F,23,T,1.051,0
FO_18_NP_1_6_F_23_L_.tif,18,NP,1,6,F,23,L,0.694,0
FO_18_NP_1_6_F_23_L_.tif,18,NP,1,6,F,23,L,0.681,0
FO_18_NP_1_6_F_23_W_.tif,18,NP,1,6,F,23,W,1.996,0
FO_18_NP_1_6_F_25_T_.tif,18,NP,1,6,F,25,T,1.083,0
FO_18_NP_1_6_F_25_L_.tif,18,NP,1,6,F,25,L,0.617,0
FO_18_NP_1_6_F_25_L_.tif,18,NP,1,6,F,25,L,0.678,0
FO_18_NP_1_6_F_25_W_.tif,18,NP,1,6,F,25,W,2.092,0
FO_18_NP_1_6_F_27_T_.tif,18,NP,1,6,F,27,T,1.032,0
FO_18_NP_1_6_F_27_L_.tif,18,NP,1,6,F,27,L,0.682,0
FO_18_NP_1_6_F_27_L_.tif,18,NP,1,6,F,27,L,0.652,0
FO_18_NP_1_6_F_27_W_.tif,18,NP,1,6,F,27,W,1.972,0
FO_18_NP_1_6_F_28_T_.tif,18,NP,1,6,F,28,T,1.125,0
FO_18_NP_1_6_F_28_L_.tif,18,NP,1,6,F,28,L,0.745,0
FO_18_NP_1_6_F_28_L_.tif,18,NP,1,6,F,28,L,0.731,0
FO_18_NP_1_6_F_28_W_.tif,18,NP,1,6,F,28,W,2.107,0
FO_18_NP_1_6_F_30_T_.tif,18,NP,1,6,F,30,T,1.051,0
FO_18_NP_1_6_F_30_L_.tif,18,NP,1,6,F,30,L,0.709,0
FO_18_NP_1_6_F_30_L_.tif,18,NP,1,6,F,30,L,0.685,0
FO_18_NP_1_6_F_30_W_.tif,18,NP,1,6,F,30,W,1.998,0
FO_18_NP_1_6_F_32_T_.tif,18,NP,1,6,F,32,T,1.084,0
FO_18_NP_1_6_F_32_L_.tif,18,NP,1,6,F,32,L,0.693,0
FO_18_NP_1_6_F_32_L_.tif,18,NP,1,6,F,32,L,0.692,0
FO_18_NP_1_6_F_32_W_.tif,18,NP,1,6,F,32,W,2.024,0
FO_18_NP_1_6_F_34_T_.tif,18,NP,1,6,F,34,T,0.98,0
FO_18_NP_1_6_F_34_L_.tif,18,NP,1,6,F,34,L,0.682,0
FO_18_NP_1_6_F_34_L_.tif,18,NP,1,6,F,34,L,0.664,0
FO_18_NP_1_6_F_34_W_.tif,18,NP,1,6,F,34,W,1.94,0
FO_18_NP_1_6_F_37_T_.tif,18,NP,1,6,F,37,T,1.086,0
FO_18_NP_1_6_F_37_L_.tif,18,NP,1,6,F,37,L,0.716,0
FO_18_NP_1_6_F_37_L_.tif,18,NP,1,6,F,37,L,0.683,0
FO_18_NP_1_6_F_37_W_.tif,18,NP,1,6,F,37,W,2.055,0
FO_18_NP_1_6_F_10_L_.tif,18,NP,1,6,F,10,L,0.729,0
FO_18_NP_1_6_F_10_L_.tif,18,NP,1,6,F,10,L,0.738,0
FO_18_NP_1_6_F_10_W_.tif,18,NP,1,6,F,10,W,2.091,0
FO_18_NP_1_6_F_11_T_.tif,18,NP,1,6,F,11,T,1.048,0
FO_18_NP_1_6_F_11_L_.tif,18,NP,1,6,F,11,L,0.696,0
FO_18_NP_1_6_F_11_L_.tif,18,NP,1,6,F,11,L,0.667,0
FO_18_NP_1_6_F_11_W_.tif,18,NP,1,6,F,11,W,2.037,0
FO_18_NP_1_6_F_12_T_.tif,18,NP,1,6,F,12,T,1.022,0
FO_18_NP_1_6_F_12_L_.tif,18,NP,1,6,F,12,L,0.697,0
FO_18_NP_1_6_F_12_L_.tif,18,NP,1,6,F,12,L,0.676,0
FO_18_NP_1_6_F_12_W_.tif,18,NP,1,6,F,12,W,1.957,0
FO_18_NP_1_6_F_13_T_.tif,18,NP,1,6,F,13,T,1.029,0
FO_18_NP_1_6_F_13_L_.tif,18,NP,1,6,F,13,L,0.713,0
FO_18_NP_1_6_F_13_L_.tif,18,NP,1,6,F,13,L,0.709,0
FO_18_NP_1_6_F_13_W_.tif,18,NP,1,6,F,13,W,2.056,0
FO_18_NP_1_6_F_14_T_.tif,18,NP,1,6,F,14,T,1.165,0
FO_18_NP_1_6_F_14_L_.tif,18,NP,1,6,F,14,L,0.752,0
FO_18_NP_1_6_F_14_L_.tif,18,NP,1,6,F,14,L,0.754,0
FO_18_NP_1_6_F_14_W_.tif,18,NP,1,6,F,14,W,2.165,0
FO_18_NP_1_6_F_15_T_.tif,18,NP,1,6,F,15,T,1.066,0
FO_18_NP_1_6_F_15_L_.tif,18,NP,1,6,F,15,L,0.71,0
FO_18_NP_1_6_F_15_L_.tif,18,NP,1,6,F,15,L,0.699,0
FO_18_NP_1_6_F_15_W_.tif,18,NP,1,6,F,15,W,1.979,0
FO_18_NP_1_6_F_17_T_.tif,18,NP,1,6,F,17,T,1.06,0
FO_18_NP_1_6_F_17_L_.tif,18,NP,1,6,F,17,L,0.699,0
FO_18_NP_1_6_F_17_L_.tif,18,NP,1,6,F,17,L,0.702,0
FO_18_NP_1_6_F_17_W_.tif,18,NP,1,6,F,17,W,2.036,0
FO_18_NP_1_6_F_19_T_.tif,18,NP,1,6,F,19,T,1.031,0
FO_18_NP_1_6_F_19_L_.tif,18,NP,1,6,F,19,L,0.704,0
FO_18_NP_1_6_F_19_L_.tif,18,NP,1,6,F,19,L,0.707,0
FO_18_NP_1_6_F_19_W_.tif,18,NP,1,6,F,19,W,2.012,0
FO_18_NP_1_6_F_22_T_.tif,18,NP,1,6,F,22,T,1.077,0
FO_18_NP_1_6_F_22_L_.tif,18,NP,1,6,F,22,L,0.718,0
FO_18_NP_1_6_F_22_L_.tif,18,NP,1,6,F,22,L,0.729,0
FO_18_NP_1_6_F_1_T_.tif,18,NP,1,6,F,1,T,1.1,0
FO_18_NP_1_6_F_1_L_.tif,18,NP,1,6,F,1,L,0.722,0
FO_18_NP_1_6_F_1_L_.tif,18,NP,1,6,F,1,L,0.697,0
FO_18_NP_1_6_F_1_W_.tif,18,NP,1,6,F,1,W,2.08,0
FO_18_NP_1_6_F_3_T_.tif,18,NP,1,6,F,3,T,1.055,0
FO_18_NP_1_6_F_3_L_.tif,18,NP,1,6,F,3,L,0.693,0
FO_18_NP_1_6_F_3_L_.tif,18,NP,1,6,F,3,L,0.64,0
FO_18_NP_1_6_F_3_W_.tif,18,NP,1,6,F,3,W,1.983,0
FO_18_NP_1_6_F_4_T_.tif,18,NP,1,6,F,4,T,1.101,0
FO_18_NP_1_6_F_4_L_.tif,18,NP,1,6,F,4,L,0.708,0
FO_18_NP_1_6_F_4_L_.tif,18,NP,1,6,F,4,L,0.698,0
FO_18_NP_1_6_F_4_W_.tif,18,NP,1,6,F,4,W,2.047,0
FO_18_NP_1_6_F_5_T_.tif,18,NP,1,6,F,5,T,1.031,0
FO_18_NP_1_6_F_5_L_.tif,18,NP,1,6,F,5,L,0.688,0
FO_18_NP_1_6_F_5_L_.tif,18,NP,1,6,F,5,L,0.666,0
FO_18_NP_1_6_F_5_W_.tif,18,NP,1,6,F,5,W,1.957,0
FO_18_NP_1_6_F_8_T_.tif,18,NP,1,6,F,8,T,1.081,0
FO_18_NP_1_6_F_8_L_.tif,18,NP,1,6,F,8,L,0.725,0
FO_18_NP_1_6_F_8_L_.tif,18,NP,1,6,F,8,L,0.682,0
FO_18_NP_1_6_F_8_W_.tif,18,NP,1,6,F,8,W,2.051,0
FO_18_NP_1_6_F_9_T_.tif,18,NP,1,6,F,9,T,1.072,0
FO_18_NP_1_6_F_9_L_.tif,18,NP,1,6,F,9,L,0.715,0
FO_18_NP_1_6_F_9_L_.tif,18,NP,1,6,F,9,L,0.693,0
FO_18_NP_1_6_F_9_W_.tif,18,NP,1,6,F,9,W,2.059,0
FO_18_NP_1_6_F_10_T_.tif,18,NP,1,6,F,10,T,1.073,0
FO_18_NP_1_6_M_100_T_.tif,18,NP,1,6,M,100,T,0.964,0
FO_18_NP_1_6_M_100_L_.tif,18,NP,1,6,M,100,L,0.673,0
FO_18_NP_1_6_M_100_L_.tif,18,NP,1,6,M,100,L,0.671,0
FO_18_NP_1_6_M_100_W_.tif,18,NP,1,6,M,100,W,1.824,0
FO_18_NP_1_6_M_101_T_.tif,18,NP,1,6,M,101,T,0.986,0
FO_18_NP_1_6_M_101_L_.tif,18,NP,1,6,M,101,L,0.691,0
FO_18_NP_1_6_M_101_L_.tif,18,NP,1,6,M,101,L,0.669,0
FO_18_NP_1_6_M_101_W_.tif,18,NP,1,6,M,101,W,1.851,0
FO_18_NP_1_6_M_102_T_.tif,18,NP,1,6,M,102,T,0.925,0
FO_18_NP_1_6_M_102_L_.tif,18,NP,1,6,M,102,L,0.637,0
FO_18_NP_1_6_M_102_L_.tif,18,NP,1,6,M,102,L,0.636,0
FO_18_NP_1_6_M_102_W_.tif,18,NP,1,6,M,102,W,1.827,0
FO_18_NP_1_6_M_106_T_.tif,18,NP,1,6,M,106,T,0.905,0
FO_18_NP_1_6_M_106_L_.tif,18,NP,1,6,M,106,L,0.651,0
FO_18_NP_1_6_M_106_L_.tif,18,NP,1,6,M,106,L,0.663,0
FO_18_NP_1_6_M_106_W_.tif,18,NP,1,6,M,106,W,1.836,0
FO_18_NP_1_6_M_113_T_.tif,18,NP,1,6,M,113,T,0.932,0
FO_18_NP_1_6_M_113_L_.tif,18,NP,1,6,M,113,L,0.662,0
FO_18_NP_1_6_M_113_L_.tif,18,NP,1,6,M,113,L,0.624,0
FO_18_NP_1_6_M_113_W_.tif,18,NP,1,6,M,113,W,1.75,0
FO_18_NP_1_6_M_114_T_.tif,18,NP,1,6,M,114,T,0.906,0
FO_18_NP_1_6_M_114_L_.tif,18,NP,1,6,M,114,L,0.624,0
FO_18_NP_1_6_M_114_L_.tif,18,NP,1,6,M,114,L,0.641,0
FO_18_NP_1_6_M_114_W_.tif,18,NP,1,6,M,114,W,1.734,0
FO_18_NP_1_6_M_117_T_.tif,18,NP,1,6,M,117,T,0.988,0
FO_18_NP_1_6_M_117_L_.tif,18,NP,1,6,M,117,L,0.708,0
FO_18_NP_1_6_M_117_L_.tif,18,NP,1,6,M,117,L,0.625,0
FO_18_NP_1_6_M_117_W_.tif,18,NP,1,6,M,117,W,1.928,0
FO_18_NP_1_6_M_119_T_.tif,18,NP,1,6,M,119,T,0.948,0
FO_18_NP_1_6_M_119_L_.tif,18,NP,1,6,M,119,L,0.67,0
FO_18_NP_1_6_M_119_L_.tif,18,NP,1,6,M,119,L,0.661,0
FO_18_NP_1_6_M_119_W_.tif,18,NP,1,6,M,119,W,1.786,0
FO_18_NP_1_6_M_120_T_.tif,18,NP,1,6,M,120,T,0.982,0
FO_18_NP_1_6_M_120_L_.tif,18,NP,1,6,M,120,L,0.645,0
FO_18_NP_1_6_M_120_L_.tif,18,NP,1,6,M,120,L,0.631,0
FO_18_NP_1_6_M_120_W_.tif,18,NP,1,6,M,120,W,1.737,0
FO_18_NP_1_6_M_93_L_.tif,18,NP,1,6,M,93,L,0.653,0
FO_18_NP_1_6_M_93_L_.tif,18,NP,1,6,M,93,L,0.624,0
FO_18_NP_1_6_M_93_W_.tif,18,NP,1,6,M,93,W,1.721,0
FO_18_NP_1_6_M_98_T_.tif,18,NP,1,6,M,98,T,0.954,0
FO_18_NP_1_6_M_98_L_.tif,18,NP,1,6,M,98,L,0.676,0
FO_18_NP_1_6_M_98_L_.tif,18,NP,1,6,M,98,L,0.666,0
FO_18_NP_1_6_M_98_W_.tif,18,NP,1,6,M,98,W,1.791,0
FO_18_NP_1_6_M_99_T_.tif,18,NP,1,6,M,99,T,0.989,0
FO_18_NP_1_6_M_99_L_.tif,18,NP,1,6,M,99,L,0.678,0
FO_18_NP_1_6_M_99_L_.tif,18,NP,1,6,M,99,L,0.654,0
FO_18_NP_1_6_M_99_W_.tif,18,NP,1,6,M,99,W,1.799,0
FO_18_NP_1_6_M_74_W_.tif,18,NP,1,6,M,74,W,1.812,0
FO_18_NP_1_6_M_75_T_.tif,18,NP,1,6,M,75,T,0.933,0
FO_18_NP_1_6_M_75_L_.tif,18,NP,1,6,M,75,L,0.663,0
FO_18_NP_1_6_M_75_L_.tif,18,NP,1,6,M,75,L,0.663,0
FO_18_NP_1_6_M_75_W_.tif,18,NP,1,6,M,75,W,1.793,0
FO_18_NP_1_6_M_77_T_.tif,18,NP,1,6,M,77,T,0.943,0
FO_18_NP_1_6_M_77_L_.tif,18,NP,1,6,M,77,L,0.663,0
FO_18_NP_1_6_M_77_L_.tif,18,NP,1,6,M,77,L,0.662,0
FO_18_NP_1_6_M_77_W_.tif,18,NP,1,6,M,77,W,1.766,0
FO_18_NP_1_6_M_78_T_.tif,18,NP,1,6,M,78,T,0.92,0
FO_18_NP_1_6_M_78_L_.tif,18,NP,1,6,M,78,L,0.627,0
FO_18_NP_1_6_M_78_L_.tif,18,NP,1,6,M,78,L,0.645,0
FO_18_NP_1_6_M_78_W_.tif,18,NP,1,6,M,78,W,1.773,0
FO_18_NP_1_6_M_82_T_.tif,18,NP,1,6,M,82,T,1.055,0
FO_18_NP_1_6_M_82_L_.tif,18,NP,1,6,M,82,L,0.71,0
FO_18_NP_1_6_M_82_L_.tif,18,NP,1,6,M,82,L,0.686,0
FO_18_NP_1_6_M_82_W_.tif,18,NP,1,6,M,82,W,1.868,0
FO_18_NP_1_6_M_84_T_.tif,18,NP,1,6,M,84,T,0.953,0
FO_18_NP_1_6_M_84_L_.tif,18,NP,1,6,M,84,L,0.661,0
FO_18_NP_1_6_M_84_L_.tif,18,NP,1,6,M,84,L,0.667,0
FO_18_NP_1_6_M_84_W_.tif,18,NP,1,6,M,84,W,1.797,0
FO_18_NP_1_6_M_86_T_.tif,18,NP,1,6,M,86,T,0.941,0
FO_18_NP_1_6_M_86_L_.tif,18,NP,1,6,M,86,L,0.681,0
FO_18_NP_1_6_M_86_L_.tif,18,NP,1,6,M,86,L,0.661,0
FO_18_NP_1_6_M_86_W_.tif,18,NP,1,6,M,86,W,1.848,0
FO_18_NP_1_6_M_89_T_.tif,18,NP,1,6,M,89,T,0.932,0
FO_18_NP_1_6_M_89_L_.tif,18,NP,1,6,M,89,L,0.665,0
FO_18_NP_1_6_M_89_L_.tif,18,NP,1,6,M,89,L,0.66,0
FO_18_NP_1_6_M_89_W_.tif,18,NP,1,6,M,89,W,1.789,0
FO_18_NP_1_6_M_90_T_.tif,18,NP,1,6,M,90,T,0.924,0
FO_18_NP_1_6_M_90_L_.tif,18,NP,1,6,M,90,L,0.668,0
FO_18_NP_1_6_M_90_L_.tif,18,NP,1,6,M,90,L,0.659,0
FO_18_NP_1_6_M_90_W_.tif,18,NP,1,6,M,90,W,1.803,0
FO_18_NP_1_6_M_93_T_.tif,18,NP,1,6,M,93,T,0.932,0
FO_18_NP_1_6_M_73_T_.tif,18,NP,1,6,M,73,T,0.917,0
FO_18_NP_1_6_M_73_L_.tif,18,NP,1,6,M,73,L,0.648,0
FO_18_NP_1_6_M_73_L_.tif,18,NP,1,6,M,73,L,0.636,0
FO_18_NP_1_6_M_73_W_.tif,18,NP,1,6,M,73,W,1.792,0
FO_18_NP_1_6_M_74_T_.tif,18,NP,1,6,M,74,T,0.992,0
FO_18_NP_1_6_M_74_L_.tif,18,NP,1,6,M,74,L,0.664,0
FO_18_NP_1_6_M_74_L_.tif,18,NP,1,6,M,74,L,0.674,0
FO_18_NP_1_6_M_53_W_.tif,18,NP,1,6,M,53,W,1.797,0
FO_18_NP_1_6_M_55_T_.tif,18,NP,1,6,M,55,T,0.977,0
FO_18_NP_1_6_M_55_L_.tif,18,NP,1,6,M,55,L,0.69,0
FO_18_NP_1_6_M_55_L_.tif,18,NP,1,6,M,55,L,0.682,0
FO_18_NP_1_6_M_55_W_.tif,18,NP,1,6,M,55,W,1.836,0
FO_18_NP_1_6_M_56_T_.tif,18,NP,1,6,M,56,T,1.015,0
FO_18_NP_1_6_M_56_L_.tif,18,NP,1,6,M,56,L,0.7,0
FO_18_NP_1_6_M_56_L_.tif,18,NP,1,6,M,56,L,0.686,0
FO_18_NP_1_6_M_56_W_.tif,18,NP,1,6,M,56,W,1.814,0
FO_18_NP_1_6_M_61_T_.tif,18,NP,1,6,M,61,T,0.921,0
FO_18_NP_1_6_M_61_L_.tif,18,NP,1,6,M,61,L,0.668,0
FO_18_NP_1_6_M_61_L_.tif,18,NP,1,6,M,61,L,0.641,0
FO_18_NP_1_6_M_61_W_.tif,18,NP,1,6,M,61,W,1.798,0
FO_18_NP_1_6_M_63_T_.tif,18,NP,1,6,M,63,T,0.937,0
FO_18_NP_1_6_M_63_L_.tif,18,NP,1,6,M,63,L,0.647,0
FO_18_NP_1_6_M_63_L_.tif,18,NP,1,6,M,63,L,0.659,0
FO_18_NP_1_6_M_63_W_.tif,18,NP,1,6,M,63,W,1.833,0
FO_18_NP_1_6_M_64_T_.tif,18,NP,1,6,M,64,T,0.942,0
FO_18_NP_1_6_M_64_L_.tif,18,NP,1,6,M,64,L,0.638,0
FO_18_NP_1_6_M_64_L_.tif,18,NP,1,6,M,64,L,0.627,0
FO_18_NP_1_6_M_64_W_.tif,18,NP,1,6,M,64,W,1.775,0
FO_18_NP_1_6_M_65_T_.tif,18,NP,1,6,M,65,T,1.008,0
FO_18_NP_1_6_M_65_L_.tif,18,NP,1,6,M,65,L,0.7,0
FO_18_NP_1_6_M_65_L_.tif,18,NP,1,6,M,65,L,0.661,0
FO_18_NP_1_6_M_65_W_.tif,18,NP,1,6,M,65,W,1.867,0
FO_18_NP_1_6_M_66_T_.tif,18,NP,1,6,M,66,T,0.913,0
FO_18_NP_1_6_M_66_L_.tif,18,NP,1,6,M,66,L,0.657,0
FO_18_NP_1_6_M_66_L_.tif,18,NP,1,6,M,66,L,0.666,0
FO_18_NP_1_6_M_66_W_.tif,18,NP,1,6,M,66,W,1.763,0
FO_18_NP_1_6_M_71_T_.tif,18,NP,1,6,M,71,T,0.944,0
FO_18_NP_1_6_M_71_L_.tif,18,NP,1,6,M,71,L,0.663,0
FO_18_NP_1_6_M_71_L_.tif,18,NP,1,6,M,71,L,0.627,0
FO_18_NP_1_6_M_71_W_.tif,18,NP,1,6,M,71,W,1.815,0
FO_18_NP_1_6_M_72_T_.tif,18,NP,1,6,M,72,T,0.958,0
FO_18_NP_1_6_M_72_L_.tif,18,NP,1,6,M,72,L,0.668,0
FO_18_NP_1_6_M_72_L_.tif,18,NP,1,6,M,72,L,0.649,0
FO_18_NP_1_6_M_72_W_.tif,18,NP,1,6,M,72,W,1.815,0
FO_18_NP_1_6_M_47_W_.tif,18,NP,1,6,M,47,W,1.792,0
FO_18_NP_1_6_M_51_T_.tif,18,NP,1,6,M,51,T,0.918,0
FO_18_NP_1_6_M_51_L_.tif,18,NP,1,6,M,51,L,0.66,0
FO_18_NP_1_6_M_51_L_.tif,18,NP,1,6,M,51,L,0.652,0
FO_18_NP_1_6_M_51_W_.tif,18,NP,1,6,M,51,W,2.07,0
FO_18_NP_1_6_M_53_T_.tif,18,NP,1,6,M,53,T,0.928,0
FO_18_NP_1_6_M_53_L_.tif,18,NP,1,6,M,53,L,0.638,0
FO_18_NP_1_6_M_53_L_.tif,18,NP,1,6,M,53,L,0.622,0
FO_18_NP_1_6_M_33_L_.tif,18,NP,1,6,M,33,L,0.663,0
FO_18_NP_1_6_M_33_L_.tif,18,NP,1,6,M,33,L,0.643,0
FO_18_NP_1_6_M_33_W_.tif,18,NP,1,6,M,33,W,1.866,0
FO_18_NP_1_6_M_35_T_.tif,18,NP,1,6,M,35,T,0.935,0
FO_18_NP_1_6_M_35_L_.tif,18,NP,1,6,M,35,L,0.647,0
FO_18_NP_1_6_M_35_L_.tif,18,NP,1,6,M,35,L,0.624,0
FO_18_NP_1_6_M_35_W_.tif,18,NP,1,6,M,35,W,1.814,0
FO_18_NP_1_6_M_36_T_.tif,18,NP,1,6,M,36,T,0.861,0
FO_18_NP_1_6_M_36_L_.tif,18,NP,1,6,M,36,L,0.619,0
FO_18_NP_1_6_M_36_L_.tif,18,NP,1,6,M,36,L,0.594,0
FO_18_NP_1_6_M_36_W_.tif,18,NP,1,6,M,36,W,1.761,0
FO_18_NP_1_6_M_38_T_.tif,18,NP,1,6,M,38,T,0.935,0
FO_18_NP_1_6_M_38_L_.tif,18,NP,1,6,M,38,L,0.655,0
FO_18_NP_1_6_M_38_L_.tif,18,NP,1,6,M,38,L,0.666,0
FO_18_NP_1_6_M_38_W_.tif,18,NP,1,6,M,38,W,1.802,0
FO_18_NP_1_6_M_39_T_.tif,18,NP,1,6,M,39,T,0.893,0
FO_18_NP_1_6_M_39_L_.tif,18,NP,1,6,M,39,L,0.692,0
FO_18_NP_1_6_M_39_L_.tif,18,NP,1,6,M,39,L,0.664,0
FO_18_NP_1_6_M_39_W_.tif,18,NP,1,6,M,39,W,1.741,0
FO_18_NP_1_6_M_40_T_.tif,18,NP,1,6,M,40,T,0.953,0
FO_18_NP_1_6_M_40_L_.tif,18,NP,1,6,M,40,L,0.664,0
FO_18_NP_1_6_M_40_L_.tif,18,NP,1,6,M,40,L,0.631,0
FO_18_NP_1_6_M_40_W_.tif,18,NP,1,6,M,40,W,1.822,0
FO_18_NP_1_6_M_43_T_.tif,18,NP,1,6,M,43,T,0.955,0
FO_18_NP_1_6_M_43_L_.tif,18,NP,1,6,M,43,L,0.678,0
FO_18_NP_1_6_M_43_L_.tif,18,NP,1,6,M,43,L,0.64,0
FO_18_NP_1_6_M_43_W_.tif,18,NP,1,6,M,43,W,1.853,0
FO_18_NP_1_6_M_45_T_.tif,18,NP,1,6,M,45,T,0.912,0
FO_18_NP_1_6_M_45_L_.tif,18,NP,1,6,M,45,L,0.644,0
FO_18_NP_1_6_M_45_L_.tif,18,NP,1,6,M,45,L,0.645,0
FO_18_NP_1_6_M_45_W_.tif,18,NP,1,6,M,45,W,1.802,0
FO_18_NP_1_6_M_47_T_.tif,18,NP,1,6,M,47,T,0.94,0
FO_18_NP_1_6_M_47_L_.tif,18,NP,1,6,M,47,L,0.653,0
FO_18_NP_1_6_M_47_L_.tif,18,NP,1,6,M,47,L,0.628,0
FO_18_NP_1_6_M_7_T_.tif,18,NP,1,6,M,7,T,1.084,0
FO_18_NP_1_6_M_7_L_.tif,18,NP,1,6,M,7,L,0.724,0
FO_18_NP_1_6_M_7_L_.tif,18,NP,1,6,M,7,L,0.725,0
FO_18_NP_1_6_M_7_W_.tif,18,NP,1,6,M,7,W,2.089,0
FO_18_NP_1_6_M_16_T_.tif,18,NP,1,6,M,16,T,0.909,0
FO_18_NP_1_6_M_16_L_.tif,18,NP,1,6,M,16,L,0.663,0
FO_18_NP_1_6_M_16_L_.tif,18,NP,1,6,M,16,L,0.649,0
FO_18_NP_1_6_M_16_W_.tif,18,NP,1,6,M,16,W,1.782,0
FO_18_NP_1_6_M_18_T_.tif,18,NP,1,6,M,18,T,0.909,0
FO_18_NP_1_6_M_18_L_.tif,18,NP,1,6,M,18,L,0.664,0
FO_18_NP_1_6_M_18_L_.tif,18,NP,1,6,M,18,L,0.653,0
FO_18_NP_1_6_M_18_W_.tif,18,NP,1,6,M,18,W,1.791,0
FO_18_NP_1_6_M_20_T_.tif,18,NP,1,6,M,20,T,0.936,0
FO_18_NP_1_6_M_20_L_.tif,18,NP,1,6,M,20,L,0.672,0
FO_18_NP_1_6_M_20_L_.tif,18,NP,1,6,M,20,L,0.676,0
FO_18_NP_1_6_M_20_W_.tif,18,NP,1,6,M,20,W,1.86,0
FO_18_NP_1_6_M_21_T_.tif,18,NP,1,6,M,21,T,0.934,0
FO_18_NP_1_6_M_21_L_.tif,18,NP,1,6,M,21,L,0.656,0
FO_18_NP_1_6_M_21_L_.tif,18,NP,1,6,M,21,L,0.649,0
FO_18_NP_1_6_M_21_W_.tif,18,NP,1,6,M,21,W,1.774,0
FO_18_NP_1_6_M_24_T_.tif,18,NP,1,6,M,24,T,0.972,0
FO_18_NP_1_6_M_24_L_.tif,18,NP,1,6,M,24,L,0.673,0
FO_18_NP_1_6_M_24_L_.tif,18,NP,1,6,M,24,L,0.667,0
FO_18_NP_1_6_M_24_W_.tif,18,NP,1,6,M,24,W,1.88,0
FO_18_NP_1_6_M_26_T_.tif,18,NP,1,6,M,26,T,0.925,0
FO_18_NP_1_6_M_26_L_.tif,18,NP,1,6,M,26,L,0.627,0
